snapshot_index,operational_step,operational_time_model_units,time_seconds,grid_index,log_price_coordinate,book_1_density,book_2_density,book_1_boundary_log_price,book_2_boundary_log_price,initial_book_displacement,clock,software_version
0,0,0.0,0.0,173,7.300000000000001,-0.7701475195275636,-0.7371006381874505,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,174,7.400000000000002,-0.7426128789273874,-0.7094863490397962,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,175,7.5,-0.715011276208876,-0.6818151152141679,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,176,7.600000000000001,-0.6873511300171353,-0.6540942279676885,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,177,7.699999999999999,-0.6596399121222095,-0.626330139136012,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,178,7.800000000000001,-0.6318842375679233,-0.5985285437962423,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,179,7.900000000000002,-0.6040899485572558,-0.5706944567953608,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,180,8.0,-0.5762621921789328,-0.5428322833122501,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,181,8.100000000000001,-0.5484054921335437,-0.5149458836634639,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,182,8.2,-0.520523814661386,-0.4870386325961984,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,183,8.3,-0.4926206289092262,-0.4591134733371567,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,184,8.400000000000002,-0.46469896199995064,-0.43117296668406724,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
